l_orderkey|revenue|o_orderdate|o_shippriority
383744|154998.62|1995-02-02|0
1047585|154991.43|1994-12-25|0
456385|154951.76|1994-12-30|0
5449862|154907.65|1995-03-04|0
1158599|154881.10|1995-01-28|0
4737059|154878.05|1994-12-23|0
823239|154868.61|1994-12-26|0
3078757|154809.30|1995-02-26|0
469380|154785.22|1995-01-24|0
61411|154768.02|1995-02-08|0
3936192|154727.66|1995-02-13|0
5656322|154723.06|1995-01-16|0
2868032|154715.37|1995-03-12|0
3865350|154708.69|1995-02-02|0
4995331|154659.91|1995-01-28|0
1223746|154603.56|1995-01-07|0
4076098|154600.55|1995-02-18|0
3103425|154591.49|1995-02-11|0
4244420|154540.51|1995-01-27|0
5419333|154536.30|1995-01-13|0
867303|154530.44|1995-02-06|0
488928|154506.47|1995-02-15|0
4749446|154463.17|1995-01-23|0
2081062|154449.94|1995-01-22|0
602818|154408.47|1995-01-08|0
3733187|154399.63|1995-03-13|0
1273441|154336.86|1995-02-18|0
1599365|154318.35|1995-03-01|0
5095975|154315.12|1995-03-12|0
562663|154291.28|1995-03-07|0
1243078|154252.98|1995-02-25|0
589955|154230.44|1995-01-25|0
1607332|154226.28|1995-02-02|0
2565059|154192.63|1995-01-05|0
5968133|154188.00|1995-02-09|0
2224773|154177.47|1995-02-12|0
4958819|154136.72|1995-01-18|0
2992000|154052.39|1995-03-12|0
2473190|154041.64|1995-01-17|0
2197317|154033.59|1995-02-15|0
3811524|154001.82|1995-02-25|0
3102055|153953.18|1995-01-25|0
5682499|153950.11|1995-03-08|0
1186176|153938.99|1995-01-31|0
2772128|153869.98|1994-12-21|0
822051|153800.26|1995-02-06|0
2321121|153793.12|1995-03-09|0
4259047|153771.15|1995-01-17|0
2773985|153734.75|1995-02-28|0
3814|153733.96|1995-02-22|0
3763233|153726.01|1995-02-22|0
2538817|153521.76|1995-03-12|0
2263168|153501.16|1995-01-17|0
2623522|153472.50|1994-12-18|0
5468675|153410.24|1995-02-12|0
3344929|153386.21|1995-01-10|0
1284834|153369.98|1995-03-10|0
5923680|153352.28|1995-02-07|0
2379364|153347.06|1995-03-05|0
3724903|153343.19|1995-01-16|0
314723|153310.65|1995-01-25|0
117381|153301.21|1995-01-21|0
984583|153241.74|1995-01-10|0
4031846|153220.80|1995-02-20|0
2892580|153191.84|1995-02-22|0
1628770|153186.96|1995-03-02|0
5134242|153143.19|1994-12-07|0
4881254|153141.90|1995-03-05|0
2330336|153110.51|1995-03-14|0
3086944|153085.59|1995-01-31|0
4890436|153063.63|1995-02-11|0
2453607|153045.31|1995-01-14|0
4565734|153030.28|1995-01-28|0
3551747|153019.86|1995-01-29|0
5365383|152993.19|1995-03-02|0
5661826|152963.87|1995-02-19|0
458820|152950.56|1995-02-12|0
3349764|152939.17|1995-02-04|0
1125254|152921.78|1995-02-02|0
4919173|152887.82|1995-02-24|0
792839|152816.64|1995-01-18|0
4030113|152806.14|1995-02-09|0
1785348|152713.71|1995-01-27|0
2647521|152687.20|1995-01-14|0
400100|152672.63|1995-01-24|0
5597568|152664.66|1995-02-09|0
3139492|152651.43|1995-02-17|0
2936545|152630.10|1995-02-01|0
1817605|152604.18|1995-01-25|0
5155334|152539.08|1994-12-21|0
2554849|152521.39|1995-02-07|0
2059813|152452.75|1995-01-06|0
2062151|152437.89|1995-01-19|0
2050151|152418.79|1995-01-11|0
5949728|152406.64|1995-03-11|0
3807202|152402.02|1995-01-13|0
1215008|152372.81|1995-01-05|0
2460676|152349.51|1995-02-24|0
5793027|152330.47|1995-03-01|0
5770022|152323.78|1995-02-28|0
1608196|152321.06|1994-12-24|0
1755074|152300.34|1995-02-22|0
5265670|152280.97|1995-03-08|0
2825284|152262.99|1995-01-21|0
5458278|152199.34|1995-02-14|0
1041856|152152.08|1995-03-02|0
1146663|152119.44|1995-02-08|0
4674340|152101.45|1995-01-16|0
1457856|152063.26|1995-01-01|0
2476421|152036.67|1995-01-30|0
3364646|151976.49|1995-02-03|0
4963907|151957.59|1995-03-07|0
3596897|151892.80|1995-02-04|0
170340|151885.21|1995-02-18|0
2601158|151831.86|1995-01-14|0
1653474|151825.85|1995-03-03|0
3538853|151812.27|1995-02-14|0
4856583|151745.46|1995-02-21|0
2160965|151734.32|1995-02-25|0
5093570|151732.22|1995-02-03|0
4044743|151722.64|1995-01-26|0
3812036|151713.39|1995-02-26|0
3078945|151643.23|1995-01-09|0
2627077|151627.51|1995-03-09|0
1606209|151611.60|1995-03-08|0
2355328|151611.02|1995-01-22|0
1140611|151605.88|1995-02-18|0
4462150|151592.67|1995-01-26|0
4627459|151542.16|1995-03-10|0
4008231|151539.83|1995-02-09|0
1670624|151532.80|1995-03-13|0
5217254|151525.98|1994-12-29|0
5883782|151488.06|1995-02-28|0
4320738|151445.39|1995-03-01|0
2767264|151436.11|1995-03-03|0
1273698|151379.70|1995-02-02|0
1684066|151346.94|1995-01-06|0
1700128|151299.89|1995-03-04|0
5958052|151293.56|1995-01-30|0
810851|151275.53|1995-03-06|0
5507715|151271.58|1995-01-30|0
5434241|151266.48|1995-02-05|0
742688|151171.90|1995-03-09|0
3972775|151171.46|1995-02-16|0
1305606|151121.20|1995-01-28|0
3727270|151117.59|1995-02-20|0
4513189|151070.33|1995-02-20|0
5111075|151065.04|1995-02-11|0
5939301|151035.53|1994-12-19|0
4254081|150951.11|1995-03-10|0
350214|150905.54|1995-02-04|0
4529441|150895.39|1995-01-03|0
4242820|150882.04|1995-03-05|0
254118|150871.62|1995-02-22|0
3874467|150805.54|1995-02-06|0
5317731|150743.72|1995-01-09|0
4015814|150712.52|1995-02-12|0
3054055|150691.77|1995-01-28|0
2439233|150682.31|1995-01-31|0
4089218|150631.02|1995-02-21|0
3622693|150621.52|1995-02-14|0
5215491|150607.52|1995-01-23|0
5671428|150602.99|1995-01-18|0
2771525|150594.02|1995-02-24|0
4174945|150591.07|1995-02-03|0
4760007|150580.79|1994-12-11|0
353574|150546.84|1995-03-03|0
3371138|150531.70|1995-01-31|0
5140007|150495.41|1995-01-08|0
175494|150458.76|1995-03-05|0
4455170|150444.89|1995-02-04|0
2140419|150438.10|1995-02-18|0
1740544|150434.01|1995-01-06|0
2323712|150366.38|1995-01-02|0
2218976|150359.60|1995-01-29|0
5982598|150311.86|1995-02-07|0
5851523|150296.64|1995-01-19|0
1816101|150204.92|1995-01-19|0
4917346|150188.70|1995-01-19|0
2871589|150170.61|1995-02-12|0
872609|150144.86|1995-02-17|0
559488|150134.61|1995-01-01|0
114343|150097.35|1995-02-09|0
2508196|150021.44|1995-02-10|0
5329221|150014.72|1995-02-04|0
1373985|149989.36|1995-01-26|0
3122948|149946.16|1995-01-22|0
2950309|149911.78|1995-01-31|0
2168674|149905.90|1995-03-14|0
3925218|149891.86|1995-01-14|0
3525764|149861.96|1995-02-14|0
5512932|149830.79|1994-12-21|0
675393|149815.47|1995-02-23|0
5572293|149809.97|1995-02-13|0
2840998|149791.46|1995-01-22|0
726183|149788.95|1995-03-14|0
4347172|149681.29|1995-02-02|0
4424480|149574.00|1995-02-21|0
5891141|149528.71|1995-02-05|0
4359621|149523.16|1995-03-13|0
2124293|149485.56|1995-01-02|0
5359878|149481.12|1995-02-17|0
5788519|149398.61|1995-02-21|0
2944548|149396.26|1995-02-01|0
188579|149359.53|1995-02-09|0
4425893|149350.42|1995-02-13|0
1217794|149302.39|1995-02-27|0
1179207|149265.96|1995-03-11|0
3845479|149200.03|1995-02-25|0
1594784|149194.00|1994-12-25|0
2934276|149182.56|1995-02-04|0
3125057|149174.86|1995-02-12|0
1059878|149165.40|1995-02-11|0
2488482|149163.02|1995-01-26|0
351906|149158.62|1995-02-10|0
3212385|149136.11|1995-02-09|0
64005|149101.36|1995-03-08|0
3963750|149089.59|1995-01-09|0
3074979|149083.25|1995-01-28|0
3013029|149037.09|1995-02-01|0
2568167|149020.27|1995-03-13|0
135268|149012.74|1995-02-10|0
3375652|148981.12|1995-01-31|0
1205472|148942.47|1995-01-26|0
524454|148906.65|1995-03-13|0
1486855|148904.48|1994-12-26|0
2793766|148890.27|1995-03-14|0
1114560|148881.59|1994-12-13|0
2220832|148862.66|1995-02-10|0
3449253|148862.34|1995-02-06|0
4921158|148821.71|1995-02-04|0
5286848|148795.16|1995-01-30|0
4852065|148715.25|1995-01-23|0
3357088|148712.03|1995-02-13|0
1112931|148665.73|1995-02-12|0
5676322|148599.24|1995-02-26|0
1548418|148577.71|1995-02-12|0
3613667|148531.34|1995-03-14|0
1115041|148465.54|1995-02-24|0
4701189|148454.05|1995-02-24|0
5957767|148437.43|1995-03-11|0
1907335|148416.68|1995-02-14|0
2316998|148407.05|1995-01-04|0
5615136|148406.70|1995-01-26|0
5540162|148355.15|1995-03-11|0
3648992|148283.13|1995-01-13|0
2372935|148238.33|1995-02-22|0
3124548|148228.86|1995-01-17|0
1838881|148163.05|1995-03-11|0
59047|148161.79|1995-01-29|0
136358|148128.05|1994-12-31|0
4300965|148115.83|1995-02-02|0
4766115|148086.85|1995-03-12|0
1507652|148082.51|1994-12-23|0
3073188|148058.64|1995-03-02|0
669120|147997.33|1995-01-23|0
4259044|147995.93|1995-03-04|0
182370|147969.95|1994-12-05|0
4460930|147960.39|1995-01-04|0
2189283|147933.99|1995-03-13|0
1508452|147930.42|1995-03-14|0
709984|147893.02|1995-01-24|0
2720295|147846.74|1995-02-16|0
1538336|147725.47|1995-02-04|0
4570944|147687.57|1994-12-18|0
2424610|147686.22|1995-03-07|0
5499589|147682.77|1995-01-31|0
347681|147672.71|1995-02-11|0
248388|147664.81|1995-03-13|0
332711|147612.52|1995-03-06|0
5755202|147552.19|1995-02-13|0
5480257|147439.61|1995-02-05|0
1172869|147423.53|1995-02-19|0
4575745|147370.09|1995-02-09|0
1846439|147343.56|1995-03-01|0
4692450|147317.30|1995-01-08|0
4612449|147303.25|1994-12-20|0
2126213|147271.15|1994-12-26|0
4561060|147263.97|1995-02-25|0
4131425|147244.87|1995-02-22|0
1859555|147208.98|1995-02-19|0
3260807|147204.92|1994-12-09|0
565730|147173.84|1995-03-03|0
4330535|147124.67|1995-02-24|0
1272100|147120.86|1994-12-29|0
4649699|147117.49|1995-02-11|0
2637316|147096.08|1995-02-08|0
4228610|147062.84|1995-01-22|0
4968838|147031.66|1995-03-14|0
5881732|146995.58|1994-12-22|0
875011|146949.98|1995-02-22|0
229891|146927.03|1995-02-16|0
5184934|146921.47|1995-03-08|0
5785891|146881.92|1995-01-10|0
5435141|146851.10|1994-12-20|0
4289702|146816.48|1995-03-02|0
5544864|146761.69|1995-03-12|0
3098819|146752.91|1994-12-19|0
663365|146719.79|1995-01-31|0
5615203|146707.44|1995-02-12|0
4984224|146678.51|1995-03-13|0
421732|146664.81|1994-12-14|0
1863072|146596.34|1995-02-06|0
4638368|146531.75|1995-01-20|0
4664483|146528.66|1995-03-01|0
3382532|146527.37|1995-02-13|0
322439|146526.05|1995-01-04|0
5114567|146451.11|1995-02-03|0
4087681|146405.38|1995-01-17|0
5439523|146333.92|1995-02-16|0
5761125|146330.65|1995-03-10|0
11719|146310.53|1995-02-06|0
4550850|146298.91|1995-02-11|0
4275142|146233.14|1995-03-05|0
4180581|146158.59|1995-02-06|0
5077123|146066.46|1995-03-13|0
2134279|146063.11|1995-01-16|0
1499747|146062.50|1995-01-22|0
5912417|146060.06|1995-01-27|0
3751810|146037.54|1995-02-13|0
4452864|146028.60|1995-03-11|0
5825025|146011.13|1995-03-11|0
3973158|145993.52|1995-01-21|0
4661218|145982.72|1995-02-26|0
4512932|145978.76|1995-02-17|0
1572806|145958.79|1995-03-12|0
3225701|145946.78|1995-02-24|0
5081058|145935.87|1995-02-22|0
3247300|145913.52|1994-12-23|0
3378915|145893.98|1995-02-22|0
646086|145872.72|1995-02-28|0
4390631|145867.34|1995-01-07|0
5337763|145843.57|1995-01-16|0
5925606|145837.65|1995-02-01|0
5264262|145836.82|1995-01-17|0
1559429|145831.60|1995-02-05|0
4966657|145784.35|1995-01-13|0
1866946|145714.73|1995-02-06|0
2701348|145708.00|1995-02-11|0
5779110|145705.39|1995-01-09|0
2486053|145692.91|1995-02-28|0
4094017|145644.38|1995-02-18|0
1022370|145633.63|1994-12-21|0
5819874|145625.86|1995-03-05|0
4943075|145612.08|1995-02-04|0
5285511|145554.20|1995-01-24|0
2543910|145547.55|1995-01-31|0
2699809|145522.59|1995-03-14|0
2564896|145519.87|1995-03-13|0
5546343|145445.53|1995-02-21|0
1673632|145432.58|1995-02-07|0
4629984|145395.17|1995-03-10|0
3485221|145359.59|1995-02-13|0
328674|145354.30|1995-01-19|0
3535491|145300.51|1995-02-13|0
769607|145242.83|1995-03-01|0
300868|145238.65|1995-02-16|0
1958855|145228.99|1995-02-23|0
4212418|145208.45|1995-02-23|0
2589280|145201.86|1995-03-01|0
5276576|145189.40|1995-02-07|0
2023201|145077.44|1995-02-11|0
2355521|145012.86|1995-02-08|0
396611|145004.55|1995-02-13|0
3297379|144972.02|1994-12-27|0
1139909|144957.83|1995-01-11|0
2333316|144927.85|1995-02-11|0
2862086|144890.96|1995-03-09|0
2053|144855.19|1995-02-07|0
2802433|144853.79|1995-02-17|0
5674790|144741.83|1995-01-14|0
2161762|144717.37|1994-12-31|0
3446560|144701.69|1995-01-31|0
3477476|144684.19|1995-02-21|0
1712453|144645.46|1995-03-03|0
5788902|144605.04|1995-03-04|0
2581728|144602.64|1995-01-08|0
516614|144589.06|1995-02-27|0
3898851|144579.33|1995-02-27|0
3983809|144515.00|1995-01-26|0
3996930|144487.63|1995-01-12|0
2205094|144477.18|1995-02-11|0
4622180|144474.29|1995-02-08|0
659620|144395.19|1994-12-21|0
5389606|144363.20|1995-02-17|0
5234502|144358.77|1995-02-03|0
4633958|144348.77|1995-02-04|0
909666|144337.30|1995-02-07|0
1326465|144310.46|1995-02-02|0
1150949|144277.02|1995-01-21|0
2181636|144265.91|1995-03-14|0
1566626|144256.77|1995-02-18|0
5445222|144251.79|1994-12-06|0
3190464|144233.23|1994-12-20|0
3081988|144216.54|1995-02-19|0
1415489|144208.07|1995-01-17|0
3092387|144028.05|1995-01-28|0
1088322|143986.61|1995-01-16|0
4328608|143901.10|1995-01-22|0
2137157|143894.39|1995-01-13|0
63815|143866.78|1995-02-07|0
2653665|143864.02|1995-01-05|0
5624323|143752.44|1995-01-27|0
1200679|143748.15|1995-01-23|0
3757729|143730.41|1995-01-22|0
4641729|143715.99|1994-12-25|0
2229126|143672.18|1995-01-15|0
3782759|143668.93|1995-03-08|0
4227207|143667.07|1995-01-04|0
3952901|143473.42|1995-01-22|0
1531170|143438.35|1995-01-24|0
954240|143426.69|1994-12-24|0
1859618|143425.25|1995-01-31|0
4723429|143415.91|1995-02-09|0
2790755|143370.72|1994-12-22|0
1901671|143354.01|1995-02-11|0
5316324|143307.02|1995-02-12|0
213888|143301.50|1995-01-26|0
2779431|143294.49|1995-03-11|0
2317600|143281.30|1995-01-30|0
4001223|143265.90|1995-01-20|0
2214146|143261.26|1995-02-10|0
5533536|143259.40|1995-02-16|0
179780|143235.55|1995-02-22|0
1739685|143171.67|1995-03-05|0
2379331|143149.15|1995-01-31|0
4946467|143109.69|1995-01-23|0
3591845|143074.58|1995-03-10|0
2866789|143021.79|1994-12-16|0
798336|143021.56|1995-02-26|0
559297|143009.41|1995-02-13|0
4794663|142954.97|1995-02-19|0
5573634|142947.73|1995-01-09|0
335428|142856.25|1995-02-10|0
5092262|142837.41|1995-01-17|0
593509|142812.13|1995-02-20|0
23426|142749.84|1995-02-17|0
1690372|142723.31|1995-01-21|0
3152224|142673.25|1995-01-25|0
5669856|142654.36|1995-03-12|0
2891968|142635.69|1995-01-01|0
1279143|142590.13|1995-02-25|0
1647491|142587.09|1994-12-26|0
5171814|142582.01|1994-12-30|0
5051237|142580.71|1995-03-10|0
1859460|142578.85|1994-12-07|0
497024|142480.21|1995-02-10|0
3653063|142469.65|1995-02-24|0
3330721|142398.35|1994-12-25|0
5534979|142392.64|1995-03-08|0
3477186|142366.23|1995-02-16|0
5279649|142316.37|1995-02-08|0
1215523|142297.29|1995-03-10|0
2338882|142270.98|1995-02-11|0
4062054|142266.65|1995-03-02|0
2200263|142264.44|1994-12-24|0
5791904|142143.51|1995-02-07|0
5996134|142142.46|1995-02-28|0
212902|142135.73|1995-01-05|0
3665063|142133.52|1995-01-31|0
5742083|142128.43|1995-02-17|0
457859|142123.67|1995-01-17|0
583872|142100.50|1995-03-04|0
3544932|142068.28|1995-01-28|0
5615011|142028.08|1995-03-11|0
4710753|142020.76|1995-01-30|0
1703333|141973.77|1995-02-15|0
397829|141971.26|1995-02-22|0
2374112|141959.55|1995-01-31|0
3910432|141922.95|1995-03-12|0
3790180|141916.16|1995-03-12|0
4116967|141892.13|1995-01-25|0
5538048|141891.36|1995-02-28|0
5600742|141881.01|1995-01-16|0
4031975|141868.54|1995-01-02|0
5573029|141857.11|1995-01-24|0
2020420|141838.28|1995-01-30|0
947878|141823.56|1995-02-17|0
1646849|141814.06|1995-01-04|0
5664772|141802.79|1995-01-13|0
3919494|141794.13|1995-01-25|0
3324227|141785.56|1995-02-04|0
3320455|141762.15|1995-02-13|0
4218276|141761.79|1995-01-23|0
4237735|141746.28|1995-02-09|0
4655522|141723.31|1995-01-26|0
4923936|141715.13|1995-01-31|0
3309477|141711.89|1995-02-09|0
1796038|141708.88|1995-01-17|0
2323393|141707.10|1995-03-03|0
2746086|141604.08|1994-12-31|0
1213825|141588.46|1995-03-04|0
208711|141525.80|1995-03-02|0
4681473|141457.08|1995-03-06|0
4709409|141433.24|1995-01-23|0
2994982|141427.39|1995-03-13|0
2394854|141393.81|1995-02-01|0
3390692|141386.62|1994-12-19|0
3338240|141356.93|1994-12-16|0
1857988|141277.76|1995-01-19|0
915106|141262.16|1995-03-12|0
3502308|141219.34|1995-02-14|0
4366085|141211.09|1995-03-08|0
3132739|141187.74|1995-01-19|0
676128|141176.96|1995-01-31|0
5267079|141138.88|1995-02-08|0
1742018|141138.74|1995-01-26|0
4716227|141120.71|1995-01-14|0
1329378|141077.74|1995-03-10|0
5163585|141069.40|1995-02-27|0
1242561|141056.60|1995-03-06|0
1242918|140914.79|1995-02-05|0
4562116|140903.73|1995-02-25|0
5419875|140888.66|1995-02-23|0
4757317|140887.82|1995-01-31|0
2135233|140807.91|1995-01-07|0
4815329|140775.46|1995-01-13|0
3753155|140771.58|1995-03-06|0
1144034|140738.08|1995-02-08|0
5341255|140720.67|1995-01-23|0
3561728|140688.80|1995-03-13|0
3332096|140685.03|1995-01-22|0
2385184|140648.43|1994-12-17|0
3899520|140638.98|1995-02-25|0
2594211|140612.43|1995-02-12|0
5626246|140600.97|1995-02-07|0
5403174|140593.06|1995-02-19|0
2730854|140588.20|1995-02-10|0
2349507|140587.16|1995-02-16|0
3416677|140587.08|1995-01-18|0
3881121|140585.02|1995-01-27|0
4856163|140570.71|1995-01-22|0
955940|140531.97|1995-02-19|0
2588677|140530.74|1995-01-12|0
2684583|140529.32|1994-12-23|0
2973473|140526.47|1995-02-19|0
5845863|140506.91|1995-02-07|0
5842822|140458.00|1995-01-21|0
19365|140452.39|1995-01-17|0
3065600|140433.30|1995-02-26|0
3980673|140350.96|1995-02-03|0
519364|140349.85|1995-02-05|0
5771654|140342.59|1995-02-22|0
3131298|140327.98|1995-03-09|0
1911554|140304.84|1995-03-04|0
5630724|140287.46|1995-02-26|0
5164642|140273.53|1995-01-15|0
1701952|140266.87|1995-02-03|0
1077280|140217.33|1995-02-27|0
5884646|140213.12|1995-02-20|0
2560837|140196.45|1995-02-17|0
2047622|140194.24|1995-01-14|0
3412192|140176.81|1995-02-15|0
2786915|140153.03|1995-02-19|0
4270849|140113.66|1995-01-26|0
3481541|140060.82|1995-01-28|0
5592387|140056.29|1995-01-06|0
1058533|140015.25|1994-12-30|0
3160741|140015.05|1995-02-23|0
4895109|139998.44|1995-03-04|0
2511716|139983.33|1995-01-21|0
1633314|139938.15|1995-01-19|0
4437799|139897.08|1995-03-14|0
3388801|139884.00|1995-02-14|0
933860|139875.69|1995-02-21|0
1846470|139872.38|1995-01-17|0
4727362|139838.37|1995-02-06|0
2085858|139833.15|1995-03-08|0
2819015|139808.95|1994-12-13|0
4521378|139772.82|1995-03-02|0
3735108|139748.85|1995-03-02|0
3104100|139717.37|1995-02-10|0
4010049|139700.11|1995-02-23|0
5640001|139675.26|1995-03-14|0
1773285|139623.07|1995-02-02|0
2424481|139591.55|1995-02-04|0
4532195|139562.70|1995-01-14|0
545762|139558.32|1995-02-24|0
5334086|139451.51|1995-03-09|0
4510497|139439.97|1995-01-25|0
1106400|139435.59|1995-03-04|0
2384608|139431.86|1995-02-06|0
2633313|139413.64|1995-02-25|0
4119745|139343.18|1995-02-28|0
3420355|139340.76|1995-03-04|0
1032544|139328.99|1995-01-20|0
5449382|139292.32|1995-01-31|0
2626145|139289.88|1995-03-14|0
2764930|139270.37|1995-03-01|0
393634|139226.93|1995-01-26|0
2102791|139212.69|1995-03-02|0
750754|139194.44|1995-02-17|0
4326944|139175.12|1994-12-27|0
1182371|139171.80|1994-12-30|0
5540582|139161.69|1995-02-27|0
5945665|139139.70|1995-01-16|0
5992064|139133.20|1995-02-19|0
4210657|139132.12|1995-01-20|0
4200322|139113.13|1995-03-05|0
4570277|139106.63|1995-02-06|0
4528455|139092.39|1995-02-07|0
5028160|139080.11|1995-01-23|0
4725731|139074.47|1995-02-20|0
3397668|139062.70|1995-02-25|0
1995778|139028.88|1995-02-28|0
5477669|138957.91|1995-02-02|0
3935200|138953.96|1995-02-26|0
3556547|138898.91|1995-02-28|0
1837026|138891.58|1995-02-27|0
3410592|138880.10|1995-03-05|0
4442464|138839.79|1995-01-10|0
337606|138837.00|1995-01-26|0
4369189|138826.65|1995-02-02|0
2573184|138768.85|1995-03-12|0
5953184|138764.54|1995-01-14|0
5131552|138719.56|1994-12-22|0
884647|138711.50|1995-02-26|0
5171009|138608.95|1995-03-10|0
4596903|138580.98|1995-01-25|0
1993698|138438.12|1995-01-06|0
514560|138426.31|1994-12-26|0
3812420|138406.85|1995-03-05|0
2129223|138331.88|1995-03-01|0
955556|138321.19|1995-01-23|0
1552740|138294.55|1995-03-04|0
3564992|138258.77|1995-01-18|0
5845602|138255.45|1995-03-10|0
1919715|138225.01|1995-02-15|0
1044644|138207.23|1995-01-03|0
1719554|138193.15|1995-02-06|0
1859652|138188.68|1995-01-29|0
4884224|138182.09|1995-02-27|0
5860357|138143.14|1995-02-13|0
1505856|138104.50|1995-03-08|0
5240772|138096.57|1995-02-01|0
239876|138092.75|1995-01-09|0
1712066|138073.63|1995-02-12|0
2966662|138068.95|1995-02-16|0
2148582|138041.63|1995-01-01|0
941923|138029.02|1995-01-28|0
262533|138024.76|1995-02-23|0
346725|137953.49|1995-02-09|0
5671589|137886.08|1995-01-28|0
4978599|137868.17|1995-01-26|0
264001|137860.61|1995-02-22|0
3088934|137846.59|1994-12-20|0
564000|137838.06|1995-01-25|0
1954977|137792.36|1995-02-05|0
2762241|137752.08|1995-02-08|0
3259267|137750.80|1995-03-04|0
2277825|137728.28|1995-01-03|0
1188992|137721.98|1995-01-30|0
5643009|137708.79|1995-02-17|0
4954599|137703.02|1995-02-10|0
3633381|137539.63|1995-03-11|0
4059687|137534.18|1995-01-22|0
1650656|137420.83|1995-02-13|0
4313474|137407.96|1994-12-25|0
5328928|137382.17|1995-03-03|0
5838081|137364.84|1995-01-11|0
4617573|137361.39|1995-02-22|0
2870595|137318.21|1995-03-12|0
4812132|137253.20|1995-03-01|0
1651303|137233.29|1995-02-14|0
2938560|137173.90|1995-02-06|0
408448|137098.36|1995-02-23|0
3275909|137071.09|1995-02-07|0
52486|137047.29|1995-01-05|0
546466|137030.99|1995-02-03|0
5955074|136964.31|1995-02-07|0
5118338|136885.47|1995-02-14|0
5798468|136878.36|1995-01-13|0
4364099|136773.56|1995-02-21|0
5149792|136767.99|1995-01-18|0
2604901|136699.66|1995-02-28|0
345829|136684.93|1995-02-22|0
3815140|136682.01|1995-01-06|0
418657|136681.35|1995-02-08|0
2297635|136676.15|1995-02-03|0
531397|136658.16|1995-02-11|0
4332966|136651.51|1995-03-14|0
4951750|136623.28|1995-02-10|0
4627585|136617.18|1995-02-12|0
1799653|136582.61|1995-03-10|0
5495840|136579.13|1994-12-30|0
2060869|136559.11|1995-01-09|0
2529670|136557.80|1995-02-26|0
2016004|136542.20|1995-01-18|0
5038915|136533.60|1995-01-25|0
3757382|136487.34|1995-02-08|0
2647078|136421.99|1995-01-10|0
4222306|136403.67|1994-12-02|0
392901|136396.91|1995-02-26|0
2442535|136380.56|1995-01-03|0
232487|136357.31|1995-02-11|0
5820070|136339.87|1995-01-11|0
2253027|136324.42|1995-02-18|0
1827552|136231.11|1995-01-10|0
5288832|136193.02|1995-03-12|0
1254788|136159.54|1994-12-24|0
21639|136129.14|1995-02-03|0
403814|136090.84|1994-12-30|0
4880356|136074.15|1995-03-06|0
4558146|136060.17|1995-02-01|0
5763168|136035.59|1995-01-28|0
473062|136011.39|1995-03-07|0
3772288|135970.12|1995-02-18|0
3383458|135937.01|1995-01-02|0
280321|135898.30|1995-01-14|0
4491396|135849.87|1995-01-27|0
1599366|135843.62|1995-02-24|0
3642370|135843.25|1995-02-20|0
1245696|135823.79|1995-02-08|0
3853124|135821.62|1995-02-11|0
1486626|135814.87|1995-02-22|0
3438503|135770.28|1995-03-07|0
5894948|135739.75|1995-01-12|0
4179553|135694.07|1995-02-15|0
1387457|135652.44|1995-02-04|0
2163557|135643.35|1994-12-29|0
5452802|135569.72|1995-01-17|0
2313924|135567.87|1995-01-20|0
4571075|135558.96|1995-02-05|0
4966852|135526.82|1995-03-08|0
27811|135506.99|1995-03-05|0
867233|135477.54|1995-03-05|0
3312325|135473.85|1995-03-10|0
4748615|135424.38|1995-01-15|0
5623268|135415.39|1995-03-05|0
5088352|135385.33|1995-01-15|0
2770529|135356.29|1995-02-26|0
3715174|135316.78|1995-02-01|0
1122756|135232.39|1995-03-09|0
3928481|135177.06|1995-01-08|0
2784869|135170.74|1995-03-12|0
4448832|135169.91|1995-03-04|0
3244482|135151.53|1995-01-17|0
1256096|135127.95|1995-02-21|0
4536291|135078.83|1995-01-22|0
2186723|135007.84|1995-02-27|0
4514241|134993.67|1995-02-22|0
2433954|134979.87|1995-02-07|0
1370663|134888.36|1995-03-03|0
3717286|134882.44|1994-12-13|0
2276261|134859.85|1995-03-06|0
849313|134833.81|1995-02-12|0
2617831|134668.97|1995-01-11|0
4425857|134596.59|1995-01-17|0
1080774|134578.30|1995-03-10|0
3127650|134548.90|1994-12-29|0
4015205|134528.44|1995-02-19|0
908739|134492.75|1995-02-11|0
2050369|134485.33|1995-02-21|0
4853186|134475.65|1995-01-05|0
723232|134459.25|1995-01-22|0
3604736|134455.09|1995-01-31|0
160068|134415.98|1995-02-05|0
5635906|134396.85|1995-01-18|0
5699267|134384.05|1995-02-11|0
5452993|134372.38|1995-01-06|0
5533186|134312.47|1994-12-13|0
3200130|134306.17|1995-02-26|0
659683|134298.10|1995-02-24|0
2749282|134261.49|1995-02-14|0
4388197|134208.46|1995-02-11|0
4029473|134176.67|1995-01-19|0
2884038|134149.93|1995-03-04|0
3177985|134143.00|1995-02-03|0
4100870|134142.28|1995-02-10|0
840707|134137.67|1994-12-26|0
2561440|134046.32|1995-01-30|0
5744800|134034.29|1995-03-13|0
5029702|134021.41|1995-02-05|0
4515043|133995.64|1995-03-13|0
985665|133932.68|1995-02-07|0
4543749|133932.43|1995-03-05|0
2279521|133926.23|1995-03-11|0
3117440|133925.98|1995-03-08|0
5756067|133913.46|1994-12-13|0
4078692|133893.77|1995-02-18|0
5113958|133893.12|1995-03-13|0
1539137|133891.73|1995-02-12|0
